S3A_SL_1_RBT____20200504T181024_20200504T181324_20200505T232315_0179_058_027_1620_LN2_O_NT_004,https://scihub.copernicus.eu/dhus/odata/v1/Products('9f78bbfc-3a3c-4781-bbb7-f1bfa9fb1833')
S3A_SL_1_RBT____20200504T162925_20200504T163225_20200505T222930_0179_058_026_1620_LN2_O_NT_004,https://scihub.copernicus.eu/dhus/odata/v1/Products('c2c1697b-d32f-4280-ab12-21c7c832b808')
S3A_OL_1_EFR____20200504T181024_20200504T181324_20200505T224042_0179_058_027_1620_LN1_O_NT_002,https://scihub.copernicus.eu/dhus/odata/v1/Products('5539681f-1c53-47fe-bf2f-7d06a7f432c8')
S3A_OL_1_EFR____20200504T162925_20200504T163225_20200505T210056_0179_058_026_1620_LN1_O_NT_002,https://scihub.copernicus.eu/dhus/odata/v1/Products('0ba27a60-3357-4830-82e6-77635b0ed98b')
S3A_SL_1_RBT____20200504T145125_20200504T145425_20200505T200127_0179_058_025_1800_LN2_O_NT_004,https://scihub.copernicus.eu/dhus/odata/v1/Products('c97c8ee8-3d38-4a00-91da-c58b70410847')
S3A_SL_1_RBT____20200504T144825_20200504T145125_20200505T200031_0180_058_025_1620_LN2_O_NT_004,https://scihub.copernicus.eu/dhus/odata/v1/Products('ab174f3f-45a1-4605-aea5-7ed7ac54ab2d')
S3A_OL_1_EFR____20200504T144825_20200504T145125_20200505T191906_0180_058_025_1620_LN1_O_NT_002,https://scihub.copernicus.eu/dhus/odata/v1/Products('7624fe31-acdd-4ee1-8ceb-1fdc5ada79de')
S3A_OL_1_EFR____20200504T145125_20200504T145425_20200505T191929_0179_058_025_1800_LN1_O_NT_002,https://scihub.copernicus.eu/dhus/odata/v1/Products('57156881-d8cb-4429-8b92-370ea2a19abc')
S3A_SL_1_RBT____20200504T130726_20200504T131026_20200505T182534_0179_058_024_1620_LN2_O_NT_004,https://scihub.copernicus.eu/dhus/odata/v1/Products('ba6fcaa7-d149-4ba5-8321-b637d327c00a')
S3A_SL_1_RBT____20200504T131326_20200504T131626_20200505T182726_0179_058_024_1980_LN2_O_NT_004,https://scihub.copernicus.eu/dhus/odata/v1/Products('1d98d263-6b8c-4867-a00b-6f9bf2f25d3f')
S3A_SL_1_RBT____20200504T131026_20200504T131326_20200505T182629_0179_058_024_1800_LN2_O_NT_004,https://scihub.copernicus.eu/dhus/odata/v1/Products('b37d3fdd-db59-4447-bcfd-bbbd8954816a')
S3A_OL_1_EFR____20200504T131026_20200504T131326_20200505T174209_0179_058_024_1800_LN1_O_NT_002,https://scihub.copernicus.eu/dhus/odata/v1/Products('5ca26127-5fee-4b1e-b8d3-387ac7dfcfc6')
S3A_OL_1_EFR____20200504T131326_20200504T131626_20200505T174231_0179_058_024_1980_LN1_O_NT_002,https://scihub.copernicus.eu/dhus/odata/v1/Products('3b298bc9-3d03-47ee-821e-b703748dad67')
S3A_OL_1_EFR____20200504T130726_20200504T131026_20200505T174147_0179_058_024_1620_LN1_O_NT_002,https://scihub.copernicus.eu/dhus/odata/v1/Products('4930fd23-9dd8-4ffa-b0c8-4ba317f3b47f')
S3A_SL_1_RBT____20200504T112927_20200504T113227_20200505T164309_0180_058_023_1800_LN2_O_NT_004,https://scihub.copernicus.eu/dhus/odata/v1/Products('91d8d5c1-dd3e-4534-b636-1b8fb83c7a29')
S3A_SL_1_RBT____20200504T112627_20200504T112927_20200505T164417_0179_058_023_1620_LN2_O_NT_004,https://scihub.copernicus.eu/dhus/odata/v1/Products('87137045-09c5-40fb-91d7-552f0f3f3d7f')
S3A_OL_1_EFR____20200504T112627_20200504T112927_20200505T155921_0179_058_023_1620_LN1_O_NT_002,https://scihub.copernicus.eu/dhus/odata/v1/Products('b62ff5c0-ac10-4956-964d-5751001f08b1')
S3A_OL_1_EFR____20200504T112927_20200504T113227_20200505T155945_0180_058_023_1800_LN1_O_NT_002,https://scihub.copernicus.eu/dhus/odata/v1/Products('2107843e-444d-4d14-a264-83b7f1afcf5a')
