S3A_SL_1_RBT____20190717T174024_20190717T174324_20190718T224945_0179_047_098_1620_LN2_O_NT_003,https://scihub.copernicus.eu/dhus/odata/v1/Products('0f0206d9-8135-42fc-9758-106d9bcfcc35')
S3A_SL_1_RBT____20190717T160225_20190717T160525_20190718T215349_0180_047_097_1800_LN2_O_NT_003,https://scihub.copernicus.eu/dhus/odata/v1/Products('7da5b1aa-21bd-4fd5-a4bb-254d65b76464')
S3A_SL_1_RBT____20190717T155925_20190717T160225_20190718T215238_0179_047_097_1620_LN2_O_NT_003,https://scihub.copernicus.eu/dhus/odata/v1/Products('cb598431-6375-4923-bc69-385a259437a8')
S3A_OL_1_EFR____20190717T174024_20190717T174324_20190718T211026_0179_047_098_1620_LN1_O_NT_002,https://scihub.copernicus.eu/dhus/odata/v1/Products('727c3688-7e9e-4036-a702-39d23a9c3576')
S3A_SL_1_RBT____20190717T142125_20190717T142425_20190718T193245_0180_047_096_1800_LN2_O_NT_003,https://scihub.copernicus.eu/dhus/odata/v1/Products('5b3c14b5-79d0-44e6-9baf-687db70c6512')
S3A_SL_1_RBT____20190717T141825_20190717T142125_20190718T193124_0179_047_096_1620_LN2_O_NT_003,https://scihub.copernicus.eu/dhus/odata/v1/Products('7f2220da-f15a-4661-8e61-302abc5eef94')
S3A_SL_1_RBT____20190717T142425_20190717T142725_20190718T193402_0179_047_096_1980_LN2_O_NT_003,https://scihub.copernicus.eu/dhus/odata/v1/Products('5ba27e4e-5db9-4796-aa50-1c4ef3d9912d')
S3A_OL_1_EFR____20190717T155925_20190717T160225_20190718T192708_0179_047_097_1620_LN1_O_NT_002,https://scihub.copernicus.eu/dhus/odata/v1/Products('a2c858bb-9199-48c1-a743-d5a89024dda1')
S3A_SL_1_RBT____20190717T124326_20190717T124626_20190718T174939_0179_047_095_1980_LN2_O_NT_003,https://scihub.copernicus.eu/dhus/odata/v1/Products('9fa35de6-181c-46a1-8fa9-e86503ebb310')
S3A_SL_1_RBT____20190717T123726_20190717T124026_20190718T174653_0179_047_095_1620_LN2_O_NT_003,https://scihub.copernicus.eu/dhus/odata/v1/Products('0fcf9a4a-e9dd-4bc5-b930-3ee47f488113')
S3A_SL_1_RBT____20190717T124026_20190717T124326_20190718T174816_0179_047_095_1800_LN2_O_NT_003,https://scihub.copernicus.eu/dhus/odata/v1/Products('27773c3d-3883-4b1c-b04c-413177d12223')
S3A_OL_1_EFR____20190717T142125_20190717T142425_20190718T175054_0180_047_096_1800_LN1_O_NT_002,https://scihub.copernicus.eu/dhus/odata/v1/Products('9eac16d6-c74f-4110-8130-4f251f980d31')
S3A_OL_1_EFR____20190717T142425_20190717T142725_20190718T175114_0179_047_096_1980_LN1_O_NT_002,https://scihub.copernicus.eu/dhus/odata/v1/Products('734c16ad-aa80-4fc4-a294-2404136bed17')
S3A_OL_1_EFR____20190717T141825_20190717T142125_20190718T175033_0179_047_096_1620_LN1_O_NT_002,https://scihub.copernicus.eu/dhus/odata/v1/Products('6fd02490-254c-4db7-9b8d-13fe014f223d')
S3A_SL_1_RBT____20190717T105627_20190717T105927_20190718T164838_0179_047_094_1620_LN2_O_NT_003,https://scihub.copernicus.eu/dhus/odata/v1/Products('44b0cec5-3999-4127-a6b3-acf8e6a74e6e')
S3A_OL_1_EFR____20190717T124026_20190717T124326_20190718T160930_0179_047_095_1800_LN1_O_NT_002,https://scihub.copernicus.eu/dhus/odata/v1/Products('7aef65f6-44bc-4c31-9c6f-7e2f9ebacc87')
S3A_OL_1_EFR____20190717T123726_20190717T124026_20190718T160908_0179_047_095_1620_LN1_O_NT_002,https://scihub.copernicus.eu/dhus/odata/v1/Products('4faefa11-854c-487b-9719-8f27051846de')
S3A_OL_1_EFR____20190717T124326_20190717T124626_20190718T160952_0179_047_095_1980_LN1_O_NT_002,https://scihub.copernicus.eu/dhus/odata/v1/Products('790b87db-ee80-42c5-9649-5ad97b598602')
S3A_OL_1_EFR____20190717T105627_20190717T105927_20190718T142847_0179_047_094_1620_LN1_O_NT_002,https://scihub.copernicus.eu/dhus/odata/v1/Products('2294d269-95c8-4ee9-9b7b-1051c57523e2')
